Timestamp, Message, Committer, Added, Removed, File
"1496017960", "Implementation details should not be public", "Gilles", 2,2,src/main/java/org/apache/commons/math4/distribution/PoissonDistribution.java
"1496017734", "JavadocRemoved link references were causing javadoc warnings", "Gilles", 1,7,src/main/java/org/apache/commons/math4/distribution/PoissonDistribution.java
"1496017343", "JavadocMethods moved to Commons Numbers", "Gilles", 2,2,src/main/java/org/apache/commons/math4/geometry/euclidean/threed/FieldVector3D.java
"1496016965", "Javadoc errorsFields that are private cannot be referenced with the value tag", "Gilles", 9,27,src/main/java/org/apache/commons/math4/stat/inference/KolmogorovSmirnovTest.java
"1495931438", "Javadoc", "Gilles", 4,4,src/main/java/org/apache/commons/math4/distribution/GammaDistribution.java
"1495929242", "chore pointing commonsosgisymbolicName to package name in pom", "Rob Tompkins", 1,1,pom.xml
"1495895971", "chore adding commonsmodulename to pom", "Rob Tompkins", 7,4,pom.xml
"1495670536", "MATH1416 Delete utilities now in Commons Numbers", "Gilles", 0,475,src/main/java/org/apache/commons/math4/util/MathArrays.java
"1495670536", "MATH1416 Delete utilities now in Commons Numbers", "Gilles", 10,9,src/test/java/org/apache/commons/math4/ExtendedFieldElementAbstractTest.java
"1495670536", "MATH1416 Delete utilities now in Commons Numbers", "Gilles", 5,5,src/test/java/org/apache/commons/math4/geometry/euclidean/twod/hull/ConvexHullGenerator2DAbstractTest.java
"1495670536", "MATH1416 Delete utilities now in Commons Numbers", "Gilles", 0,298,src/test/java/org/apache/commons/math4/util/MathArraysTest.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 6,0,pom.xml
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 2,2,src/main/java/org/apache/commons/math4/analysis/FunctionUtils.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 4,4,src/main/java/org/apache/commons/math4/analysis/differentiation/DSCompiler.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 9,8,src/main/java/org/apache/commons/math4/analysis/differentiation/DerivativeStructure.java
